date,subject,speaker,party,text
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Sorry, voorzitter. De heer Meulenkamp vraagt om deze sector ook onder de Wet vifo te laten vallen. Op dit moment valt die niet binnen dat kader. Op dit moment kunnen we die er niet onder laten vallen. Ik zou zeggen: ik wil best met de minister van EZK en de minister van Justitie en Veiligheid het gesprek hierover aangaan. Maar het is ook goed om het in debatten die u heeft met deze twee ministers aan de orde te stellen, zodat we het ook langs die lijn proberen. Op dit moment valt de sector niet onder dat kader"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Meulenkamp,VVD,Ik ben blij met het enthousiasme van de minister om deze sector beter te beschermen. Dat is eigenlijk ook mijn primaire oproep. Ik ben een positief mens. Ik snap dat de minister het soms lastig heeft en moet zeggen: het kan niet door Brussel en ik ben demissionair. Nu verwijst hij weer naar een ander ministerie. Mijn oproep is: los het gewoon op met elkaar. Wij moeten deze sector beter gaan beschermen. Die motie probeer ik hier Kamerbreed bij u neer te leggen vandaag. Dan hoop ik dat u het met uw collega's gaat oplossen
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,U hoopt dat de minister dat gaat doen. De minister geef ik de kans daarop ja te zeggen
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Ik begrijp de oproep van de heer Meulenkamp. Ik steun die ook. Maar we moeten ook realistisch zijn. Op dit moment is zaadveredeling niet geclassificeerd als een sensitieve technologie of als vitale infrastructuur. Daarover gaat het bij de Wet vifo. Dat is hier niet aan de orde. Je praat hier meer over een economische ordening dan over een ordening van vitale infrastructuur. Ik wil u toezeggen dat ik met de collega-ministers het gesprek hierover aanga. Maar ik ga u geen toezegging doen dat we dat gaan regelen, want het valt niet binnen het kader. Ik kan het niet anders maken dan het is, helaas"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Meulenkamp,VVD,"Ja, ""binnen het kader""... Ik snap uw probleem, maar ik vraag u om linksom of rechtsom u hier heel hard voor te maken. Dat ga ik in mijn motie opnemen"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,"U vraagt het aan de minister en de minister spreekt over ""de heer Meulenkamp"""
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Ik dank u, meneer de voorzitter. Ik ben klaar"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,"Oké. We gaan … Ik wilde bijna zeggen ""we gaan schorsen voor de lunch"", maar de heer Van Campen heeft andere plannen, dus hij mag nog een vraag stellen"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Van Campen,VVD,"Ik had het al eerder even over de moties en de uitvoering daarvan. Dan zou ik er graag even één concreet bij de horens vatten, om maar even in landbouwtermen te blijven. Dat is de motie op stuk nr. 304 (33576). Ik snap dat de minister die niet meteen paraat heeft. De datum is 23 juni 2022. Toen was de minister nog niet eens in ons midden, meen ik"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Nou, wel in ons midden, maar niet hier in ons midden"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Van Campen,VVD,"Ja, oké. Heel goed. Gelukkig, anders was het wel heel snel gegaan"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,Met de nieuwe genomische technieken weet je het maar nooit
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Van Campen,VVD,"Zeker weten. Nu Brussel nog! Zonder gekheid: die motie vraagt eigenlijk drie dingen in het kader van innovaties, namelijk juridische onzekerheden in beeld brengen, vervolgens rapporteren over wat nodig is om die onzekerheden weg te nemen en de Kamer vervolgens daarover informeren. Ik hoor vooral wat er allemaal niet kan en welke onzekerheden er bestaan rondom die innovaties. Maar hoe gaat de minister deze motie uitvoeren"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"De onzekerheden kunnen we wegnemen op het moment dat de innovaties zodanig zijn dat ze ook geborgd kunnen worden. Daarover hebben we hier vaker discussie gehad. Ik heb in mijn innovatiebrief aangegeven dat het op dit moment ongelofelijk lastig is om dat te doen, gezien de staat van de innovaties. We zullen dus eerst goede innovaties moeten hebben die te borgen zijn. Mijn innovatiebrief maakt dat duidelijk. Pas dan kunnen we ook echt stappen verbinden aan het toepassen van innovaties. Dus wat er nodig is, is niet zo heel ingewikkeld. Het moeten innovaties zijn die bewezen werken en op die manier juridisch geborgd kunnen worden, zeker als het bij vergunningverlening, waar mijn collega veel mee aan de slag is, een plek zou kunnen hebben. Natuurlijk kijken we wel hoe we innovaties kunnen toepassen. Er is ook een handreiking die naar de gebiedsprocessen gaat voor een passende beoordeling om te kijken: kun je innovaties toepassen? Dat wordt wel meegenomen daarin. Maar het is niet zo dat we vandaag een lijst kunnen vrijgeven: gaat u maar investeren"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Van Campen,VVD,"Er zit nog wel een stap tussen het formuleren van de onzekerheden en het afleveren van een lijst met innovaties. Aan het kabinet zou ik gewoon even heel praktisch willen vragen: wie is er eigenlijk van? Ik meen dat binnen het Nationaal Kennisprogramma Stikstof innovatie onder de minister van Landbouw valt, maar staatssecretaris Heijnen van IenW is weer verantwoordelijk voor de borging van de Rav-lijst. Misschien is dit naïef, maar als eenvoudig Kamerlid zou ik het kabinet gewoon heel concreet en heel plat het volgende willen vragen. Staan er bijvoorbeeld op dit moment ergens twintig Lely Spheres of twintig JOZ-krakers geïnstalleerd met toezicht en meetsystematiek, waarvan het kabinet vervolgens kan zeggen dat er in Q3 een brief komt over wat dat heeft opgeleverd en waarmee in Q4 de Rav-lijst wordt verfijnd, zodat er vergunningverlening op die innovaties kan plaatsvinden? Dat is eigenlijk de concreetheid waar ik niet alleen op het terrein van innovaties naar op zoek ben, maar ook op het terrein van alle moties die het kabinet van deze Kamer al heeft gekregen"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"U noemt een paar concrete voorbeelden van innovaties die we natuurlijk allemaal kennen. Overigens moeten we ons wel realiseren dat er niet voor alle problemen een oplossing is in de vorm van een innovatie. U noemt concreet bijvoorbeeld de Lely Sphere. Ik hoor veel boeren zeggen: geef me maar een Lely Sphere en het is opgelost. Dan hebben we het probleem niet opgelost. Dan is het stikstofprobleem opgelost, maar dan is nog steeds het CO- en klimaatpro2 bleem niet opgelost. Er zijn soms dus meerdere innovaties nodig om te kunnen voldoen aan de doelen. Wij voeren gesprekken met bedrijven als Lely Sphere. Kijk bijvoorbeeld naar de investeerders, de banken. Die willen wel mee investeren, bijvoorbeeld ook in het opschalen van Lely Sphere. En er wordt ook wel gemeten naar Lely Sphere. Dat gebeurt ook op dit moment. Alleen is het wel belangrijk dat wij eerst die gegevens hebben. U weet ook dat Lely Sphere een soort voorlopige classificatie heeft gekregen. Voordat het definitief kan zijn, zullen we echt meer data moeten hebben. Daar wordt hard aan gewerkt en daar overleggen we ook over met bedrijven als Lely Sphere. Ik ben het zeer met u eens: dat soort mogelijkheden moeten kunnen. Dat geldt overigens ook voor stikstofkrakers en dat soort zaken. U weet ook dat wij in Europa een verwoede poging doen om RENURE op de agenda te krijgen, want dat soort innovaties geven heel veel ruimte en mogelijkheden"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Bromet,GroenLinks-PvdA,"Ik ben eigenlijk helemaal niet zo blij met het verloop van dit debat. Wij zitten namelijk te luisteren naar eindeloze stromen van woorden, zonder dat er acties in zitten. Ik heb net even geteld welke moties van mij zijn aangenomen op het terrein van LNV die niet uitgevoerd zijn: dat zijn er negentien. Ik weet niet hoe het met de moties van andere Kamerleden zit. Ik had net het idee dat ik net zo goed alvast naar de lunch kon gaan, want het maakt toch allemaal niet uit. Een hartenkreet"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Ik heb daar geen vragen in gehoord, dus ik hoef volgens mij niet te reageren"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Pierik,BBB,"Dit is op het gevaar af dat ik dingen ga herhalen, maar die innovaties zijn natuurlijk wel cruciaal. Hoe kunnen we iets meer perspectief bieden aan de boeren? Door ze toch ook een beetje zicht te geven, wat de heer Van Campen ook aangaf, op welke innovaties bijdragen aan de oplossing van welke problemen en wanneer dit juridisch geborgd kan worden. Ik snap dat er innovaties zijn die op dit moment nog niet juridisch geborgd kunnen worden omdat er nog geen wetenschappelijke onderbouwing voor is en je er dus nog niet veel mee kan. Maar we zijn op zoek naar een routekaart, naar een stappenplan om na te gaan welke innovaties het meest kansrijk zijn. Daar zou ik nog graag een bespiegeling over willen hebben"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,Helder. De minister
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Het is natuurlijk aan het bedrijfsleven zelf om te komen met innovaties. Ik heb al iets gezegd over innovaties rondom managementmaatregelen en dat soort zaken. Als ze komen met innovatie en ze ook leveren wat ze beloven … Ik snap de roep om innovatie, want die willen we allemaal. Ik snap ook dat de agrarische sector er misschien wat wanhopig van wordt. Innovatie is overigens ook niet de silver bullet. Ook daarover wil ik reëel zijn naar de agrarische sector. Natuurlijk, we moeten met elkaar investeren en ik hoop ook van harte dat de toenemende aandacht voor innovaties gaat leiden tot meer innovaties die overigens primair uit het bedrijfsleven zelf moeten komen. Ik weet ook dat heel veel bedrijven heel erg bezig zijn met die innovaties, maar we hebben ook onze ervaringen met innovaties. Als wij innovatieve systemen willen die iets teweeg kunnen brengen, bijvoorbeeld bij vergunningverlening, dan moeten ze wel eerst goed juridisch geborgd zijn. Er zijn zo veel bedrijven die op dit moment met innovatie bezig zijn maar ik kan u nu niet een nieuwe Rav-lijst aanbieden met allerlei innovaties. Op dit moment zitten we nog niet in dat stadium, helaas"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,En de routekaart? Want dat was eigenlijk de vraag. Komt er een soort routekaart
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Er wordt natuurlijk wel gekeken naar hoe we omgaan met die Rav-lijst, ook met de collega van IenW. De innovatiebrief geeft ook aan hoe we op dit moment bezig zijn met innovaties. Die brief is nog niet zo lang geleden naar de Kamer gestuurd. Ik wil u best op regelmatige basis rapporteren over hoe het staat met innovaties. Daar gaat het verder niet om. Maar het is ook niet zo dat wij als overheid het werk van het bedrijfsleven kunnen overnemen. Zij moeten echt komen met innovaties. Daarna moet het juridisch geborgd worden en moeten er goede metingen onder komen. Dat soort zaken kunnen wij stimuleren en subsidiëren. Maar voordat een boer een innovatie kan toepassen en zij daadwerkelijk leidt tot bijvoorbeeld mogelijkheden voor vergunningverlening, moet zij wel goed geborgd zijn. En zo ver zijn ze met een aantal innovaties gewoon nog niet. Zeker als het gaat om stikstof is de Lely Sphere een hele kansrijke. Dat blijkt ook wel. Ik hoop dat er zo snel mogelijk cijfers en metingen komen die dat onderbouwen, zodat die kan worden toegepast. Maar eenvoudig is het niet"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,"Hopelijk tot slot voor de lunch, de heer Holman"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Holman,NSC,Ik wil de minister graag het volgende voorleggen. We hebben het over technische innovatie. Maar dat is moeilijk en duurt lang. U schetst een bijna hopeloze situatie
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,Nou ..
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Holman,NSC,"""Wanneer hebben we dat geborgd? Dat gaat jaren duren."" Maar er is veel sneller winst te behalen, denk ik, op hetgebied van voeren en het aanwenden van mest. Die innovatie kost niks. Kijk maar naar de stikstofbodembalans: de een verliest 50 kilo per jaar, die de grond in gaat, en de ander 200 kilo. Maar wie is daar vooral verantwoordelijk voor? U kunt dat niet regelen. Ik heb het gister in mijn pleidooi gezegd: de industrie zal verantwoordelijkheid moeten nemen. Het zijn de zuivel- en de voerindustrie die dit moeten doen. Wat kunnen wij, wat kunt u als minister, doen om te zorgen dat die industrieën in no time hun verantwoordelijkheid nemen en daar een plan voor maken? Dat kan vrij snel juridisch geborgd worden, als ze dat opnemen in de leveringsvoorwaarden en dat soort dingen"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,Helder. De minister
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Er is één bedrijf op het gebied van voer dat heel graag wil. Volgens mij kwam de naam daarvan gisteren ook voorbij: Agrifirm. Bij andere voerbedrijven heb ik nog geen hoge ambitie gezien om hiermee aan de slag te gaan. We hebben vorig jaar ook hele intensieve gesprekken gehad met de voersector om te kijken of we tot verduurzaming kunnen komen. Dat zou namelijk enorm kunnen helpen. Want ik ben het zeer met de heer Holman eens dat een voermaatregel — ik noemde managementmaatregelen, maar een voermaatregel is een managementmaatregel — echt kan bijdragen aan bijvoorbeeld het verlagen van methaanuitstoot. Dat voorbeeld heb ik gezien bij de Dairy Campus. Er zijn bedrijven die het goed willen. Op het gebied van duurzaamheid zou er eind vorig jaar ook een nulmeting worden gedaan door de sector. Er zouden ook doelen worden gesteld. Ik ben ronduit teleurgesteld dat dat niet gebeurt. Ik kan u daarnaast verzekeren dat wij de sector niet kunnen dwingen. Ook hier geldt — het is echt buitengewoon frustrerend, zeker op dit onderwerp, omdat er hier zo veel mogelijkheden liggen — dat wij hier niet op kunnen sturen. Er is een Europese verordening op het gebied van voer. Ik heb daarover in deze Kamer discussies gehad met de heer De Groot, omdat we daar samen de kansen zagen. Maar op het gebied van voer kunnen wij niet gaan voorschrijven. We kunnen geen dwingende afspraken maken. Er is een verordening uit 2009 die ons de mogelijkheid niet biedt. We zijn natuurlijk wel in gesprek met de voerbedrijven, maar het is frustrerend, want behalve enkele bedrijven vind ik dat die zich niet van hun allerbeste kant hebben laten zien. Ik wil wel helder hebben dat ik respect heb voor een Agrifirm. Zo zie je, en dat is wel aardig, dat sommige boerencoöperaties gewoon vooruit willen en dat ook eventjes doen. Je ziet het bijvoorbeeld ook in de akkerbouw, met Cosun, een fantastisch bedrijf met 8.000 boeren eraan verbonden. Dus het kan. Maar ik kan het niet afdwingen en dat frustreert me mateloos"
